Country,Year,Miles_Equator,Political Stability,School Enrollment Female,Life Expency,GDP_Per_Capita,More_than_once_a_week,Once_a_week,Once_a_month,Only_on_special_holy_days,Once_a_year,Less_often,Never_practically_never,Don't know,No answer,other missing,Religousity,Religousity2,Religousity_3,Religousity_4
Rwanda,2016,-133.879182,-0.054899283,41.9104881,67.93,2321.53,32.4,38.2,7.6,2.9,2.4,12.2,4.2,0,0,0,14.27142857,26.06666667,0.782,257.8
Slovenia,2016,3184.435629,0.990436018,110.873062,81.1756098,40670.88,1.3,13.1,7.6,29.2,6.4,8.9,31.4,1.5,0.7,0,13.98571429,7.333333333,0.22,490.6
South Africa,2016,-2108.604258,-0.14150399,112.82489,63.153,14288.59,17.9,40.2,10.9,6.6,1.1,11.2,6.4,5.8,0,0,13.47142857,23,0.69,321.3
Spain,2016,2791.993023,0.413188279,123.433479,83.3292683,41695.15,3,10.9,5.3,13.2,2.2,10.7,53.3,0.6,0.7,0,14.08571429,6.4,0.192,552.9
Sweden,2016,4148.843109,1.017940879,141.641434,82.3073171,54598.78,1.3,2.9,4.9,7.1,14.4,13.1,55.8,0,0.4,0,14.21428571,3.033333333,0.091,595
Thailand,2016,1095.032208,-0.988581419,123.606117,76.403,19216.84,15.2,15,10,36.4,0.9,17.6,2.3,0,2.6,0,13.91428571,13.4,0.402,370.4
Ukraine,2016,3338.180877,-1.856479883,95.0315323,71.4763415,13345.38,2.8,9.4,11.8,44.7,7.4,5.2,18.6,0,0,0,14.27142857,8,0.24,434.2
Egypt,2016,1850.618157,-1.437696576,80.6136169,71.482,12259.72,15,30.2,5.9,15.2,0.4,2.2,31.1,0,0,0,14.28571429,17.03333333,0.511,386.8
Uzbekistan,2016,2855.046879,-0.272570699,91.4748306,71.171,7658.27,1.1,3.7,4.8,32.5,3.1,15.4,39.1,0,0.3,0,14.24285714,3.2,0.096,537.2
Albania,2017,2839.579908,0.378474772,94.7128983,78.333,12770.96,2.2,6.8,5.8,37.8,2.8,2.6,41.3,0.2,0.5,0,14.18571429,4.933333333,0.148,509.2
Argentina,2017,-2650.710693,0.169504255,111.033463,76.372,23597.12,8,14.3,13.8,9.1,6.8,23.2,24.8,0,0,0,14.28571429,12.03333333,0.361,461.2
Australia,2017,-1743.933462,0.896060824,141.165375,82.5,48398.55,4,8.7,4.8,10,5.1,11.6,55.3,0,0.4,0,14.21428571,5.833333333,0.175,561.6
Austria,2017,3278.619939,1.046832561,98.3281021,81.6439024,54172.99,2,11.1,13.8,22.9,6.3,11.7,31.9,0,0.3,0,14.24285714,8.966666667,0.269,484.9
Bangladesh,2017,1634.264586,-1.256080747,75.2174911,72.052,4894.56,29.2,15.2,9.8,25.2,5.5,13.6,1.4,0.1,0.1,0,14.27142857,18.06666667,0.542,310.4
Bolivia,2017,-1124.020626,-0.278028756,89.3130264,70.945,8423.7,10.3,32.1,22.7,10.5,6.8,11,6.5,0.1,0.1,0,14.27142857,21.7,0.651,331.8
Brazil,2017,-982.215276,-0.473864615,102.906319,75.456,14524.61,21.2,24.7,13.6,3.7,5.1,21.7,9,0.7,0.3,0,14.14285714,19.83333333,0.595,353.2
Bulgaria,2017,2948.637927,0.332049906,96.8239899,74.8146341,21469.95,2.4,6.3,8.6,41.2,7.1,12.7,20.6,0.3,0.9,0,14.12857143,5.766666667,0.173,472
Myanmar,2017,1512.063585,-1.084839106,67.108223,66.558,4224.55,5.8,21.2,16.5,40.8,7.8,6.7,1.3,0,0,0,14.3,14.5,0.435,349.2
Belarus,2017,3705.976683,-0.053483382,102.694519,74.1292683,18356.1,2.5,5.6,11.7,36.4,11,7.6,23.6,0.4,1.2,0,14.05714286,6.6,0.198,474.2
Canada,2017,3872.995254,1.102062702,114.520638,81.9,48317.17,2.7,9.7,4.1,8.8,4.5,13.8,56.5,0,0,0,14.3,5.5,0.165,570.4
Chile,2017,-2461.585143,0.417135537,102.028419,79.909,24411.54,3.3,14.2,13.4,18.7,7.7,15.6,25.9,0.6,0.4,0,14.11428571,10.3,0.309,468.5
Colombia,2017,315.389892,-0.772707641,98.4574966,76.925,14171.32,13.8,29.3,15.2,7.7,5.5,14.5,14.1,0,0,0,14.3,19.43333333,0.583,362
Croatia,2017,3111.9,0.69203192,101.823532,77.8268293,27154.08,4.8,16.9,11.9,23.5,7.8,13.4,21,0.1,0.6,0,14.18571429,11.2,0.336,440.9
Cyprus,2017,2423.722497,0.53786546,99.5304489,80.672,38287.97,9.3,23.7,17.2,28.5,3.9,6.9,7.6,0.3,2.6,0,13.87142857,16.73333333,0.502,362.2
Czechia,2017,3437.406948,1.000036478,103.870018,78.9780488,38824.89,1.5,5,2.4,9.2,9.9,9.7,60.9,0.4,1.1,0,14.08571429,2.966666667,0.089,602.6
Denmark,2017,3882.21048,0.868414879,129.796188,81.102439,55356.68,1,1.5,3.9,25.4,14.8,16.8,36.2,0.2,0.1,0,14.22857143,2.133333333,0.064,548
Ecuador,2017,-126.355491,-0.074853867,103.646408,76.584,11617.91,11.7,30.8,18.8,6.5,7,17.4,7.4,0.1,0.2,0.2,14.22857143,20.43333333,0.613,351.5
Estonia,2017,4043.073768,0.649775386,118.220169,78.0926829,33821.93,1.6,2.1,4.3,13.9,12.6,11.2,54,0.1,0.2,0,14.24285714,2.666666667,0.08,585.1
Finland,2017,4272.76359,1.080909133,161.511963,81.6317073,47570.13,1.5,3.1,6.5,16.8,17.4,24.9,29.5,0.2,0.1,0,14.24285714,3.7,0.111,539.8
France,2017,3189.707022,0.27907759,104.159187,82.5756098,44577.06,2.4,5.5,4.5,10.6,7,6.9,62.9,0,0.2,0,14.25714286,4.133333333,0.124,587.8
Georgia,2017,2919.763083,-0.370796114,103.958717,73.414,13589.71,6,14,13.8,24.4,3.6,22.8,15.3,0.1,0,0,14.27142857,11.26666667,0.338,435.7
Germany,2017,3530.432679,0.587721467,95.2235031,80.9926829,53071.46,1.4,7.1,10.6,16.8,8.4,14,40.9,0.2,0.3,0.2,14.17142857,6.366666667,0.191,533.2
Greece,2017,2696.120352,-0.073572554,101.369293,81.2878049,28604.86,3.6,18.1,22.8,34.9,4,10.4,5.2,0.3,0.6,0,14.14285714,14.83333333,0.445,374.4
Guatemala,2017,1089.059499,-0.650674939,51.4775581,73.81,8322.22,20.6,29,13.8,13.4,5.4,9.4,8.4,0,0,0,14.28571429,21.13333333,0.634,315.8
Hong Kong,2017,1545.353532,0.829483867,103.665932,84.6804878,59842.21,4.2,7.3,4.6,8.7,3.1,21.3,50.4,0.2,0.1,0,14.22857143,5.366666667,0.161,566
Hungary,2017,3254.212086,0.80656302,103.567238,75.8170732,29501.12,1.6,8.6,7,18,6,16.9,41.1,0.2,0.6,0,14.17142857,5.733333333,0.172,537.9
Iceland,2017,4482.450519,1.34830904,116.899879,82.6609756,55638.49,0.6,2,5.9,16.4,12.3,14.8,47.4,0.3,0.3,0,14.2,2.833333333,0.085,575.1
Indonesia,2017,-54.459975,-0.497903407,88.1519699,71.282,10935.63,21.4,40.6,15.8,12.6,3.8,3.8,1.9,0.1,0,0,14.27142857,25.93333333,0.778,256.3
Iran,2017,2237.525652,-0.934016049,84.6544418,76.271,15883.39,9.6,16.5,17.1,33.6,7.4,3.2,12.2,0,0.3,0,14.22857143,14.4,0.432,372.6
Italy,2017,2889.16386,0.306821197,100.900711,82.9463415,41581.12,5,21.7,14,23,6.1,6,22.2,0.6,1.4,0,14,13.56666667,0.407,421.7
Kazakhstan,2017,3313.350537,0.028801313,114.73275,72.95,24862.97,3.2,12.1,17.6,37.1,6.7,7,11.1,3.4,1.8,0,13.54285714,10.96666667,0.329,425.2
Jordan,2017,2110.376316,-0.451625288,63.6136818,74.292,10003.57,38.9,13.6,3.9,8,3.6,5.4,26.2,0.4,0,0,14.22857143,18.8,0.564,346.8
Korea,2017,2477.635233,0.385621011,100.001289,82.6268293,40957.42,9.2,9.8,3.9,8,4.1,12.9,52.2,0,0,0,14.3,7.633333333,0.229,535.8
Latvia,2017,3924.694815,0.462217093,110.162521,74.6292683,28673.56,1.3,4.6,6.9,17,12.4,14.7,40.4,1.8,0.9,0,13.9,4.266666667,0.128,554.7
Lithuania,2017,3806.691222,0.775797248,106.040871,75.4804878,33761.87,1.6,12.1,16.2,37.9,5.6,10,15.6,0.3,0.7,0,14.14285714,9.966666667,0.299,431.9
Malaysia,2017,290.523396,0.116410345,87.9516678,75.828,26661.51,23,24.4,12.9,14.5,3.4,17.5,4.3,0,0,0,14.28571429,20.1,0.603,320.6
Mexico,2017,1630.780569,-0.797446549,108.219902,74.947,19721.26,12.6,30.4,17.5,12,5.7,9.3,12.3,0,0.1,0,14.25714286,20.16666667,0.605,345.2
Montenegro,2017,2946.898782,-0.057744302,90.5416031,76.4853659,19682.27,6.7,9.2,20.8,36.2,5.4,11.8,8.2,0.6,1,0,14.04285714,12.23333333,0.367,401.3
Morocco,2017,2193.627438,-0.373987466,75.332222,76.218,7312.06,33.7,17.7,6.8,18.3,5.2,7.7,10.8,0,0,0,14.31428571,19.4,0.582,310.5
Netherlands,2017,3597.151677,0.921112537,136.516907,81.7609756,55088.63,2.8,6.5,4.6,7.7,5.9,8.7,58.8,1.4,0.7,2.8,13.57142857,4.633333333,0.139,599.2
New Zealand,2017,-2822.138433,1.595223069,118.2183,81.6585366,42218.54,3.2,9.7,3.4,4.7,5.6,12.5,58.3,0,0,2.6,13.91428571,5.433333333,0.163,588.7
Norway,2017,4172.569656,1.170478702,114.223984,82.6097561,64050.76,2.4,3.2,6.2,24.5,13.3,9.9,40.4,0.1,0,0,14.27142857,3.933333333,0.118,534.9
Pakistan,2017,2095.897149,-2.40630579,36.0808907,66.947,5091.09,24.3,21.8,14.7,14.6,6.2,10.6,6.4,1.1,0.3,0,14.08571429,20.26666667,0.608,321.3
Peru,2017,-634.107723,-0.259545833,102.530388,76.286,12506.53,9.9,26,21.2,16.7,5.1,11.4,9.6,0,0.2,0,14.27142857,19.03333333,0.571,355.2
Philippines,2017,888.700749,-1.18508029,90.6489792,70.952,8120.87,19.1,41.4,21.3,5.8,3.2,8.6,0.5,0,0.1,0,14.27142857,27.26666667,0.818,261
Poland,2017,3582.441222,0.518378258,108.076042,77.7536585,30064.5,5.8,41.3,17.1,16.6,3.6,4.7,9.7,0.5,0.6,0,14.11428571,21.4,0.642,329.6
Portugal,2017,2718.591168,1.118587017,118.70002,81.4243902,33044.72,3.2,14.3,12.3,15.1,4.5,18.9,31.1,0.4,0.1,0,14.2,9.933333333,0.298,486.8
Romania,2017,3170.078109,0.056402251,91.4331665,75.3097561,27141.9,5.5,23.9,16.6,33.9,6,8.5,5,0.4,0.3,0,14.2,15.33333333,0.46,360.6
Russia,2017,4245.15669,-0.640630484,102.055923,72.4514634,25926.44,1.7,5.1,9.5,26,7.5,10.9,36,2.1,1.2,0,13.81428571,5.433333333,0.163,526.9
Serbia,2017,3037.139949,0.086855382,95.8786926,75.5390244,16611.02,1.3,6.8,12,36.2,7.2,18.9,15.5,0.6,1.6,0,13.98571429,6.7,0.201,472.8
Singapore,2017,93.293727,1.615669966,107.000237,83.095122,95310.33,11.9,20.2,10.5,16,4.1,19.7,16.9,0,0.8,0,14.18571429,14.2,0.426,412
Slovenia,2017,3184.435629,0.873399794,117.059029,81.0292683,36507.55,1.5,13.7,8.6,25.3,6.3,9.1,35,0.1,0.4,0,14.21428571,7.933333333,0.238,491.4
Spain,2017,2791.993023,0.282884181,126.880203,83.2829268,39528.93,3.2,13.5,6.1,13,4.3,12.2,46.2,1,0.4,0,14.07142857,7.6,0.228,530.2
Sweden,2017,4148.843109,0.984416783,157.907013,82.4097561,51947.95,1.3,4,4.4,12.2,10.4,16.2,51.4,0.1,0,0,14.27142857,3.233333333,0.097,581.1
Thailand,2017,1095.032208,-0.75284487,114.378532,76.683,17422.95,11,15.4,11.5,27,6.3,26.4,1.7,0,0,0.8,14.18571429,12.63333333,0.379,394.1
North Macedonia,2017,2870.995815,-0.254332393,80.3052063,75.9536585,15706.44,11.7,13,15.4,33.2,3.4,12.6,8,1.9,0.9,0,13.9,13.36666667,0.401,388.6
United Kingdom,2017,3821.085519,0.38615787,127.709969,81.2560976,46372.39,4.4,6.8,5.4,8.2,7.9,7.1,60.2,0,0,0,14.28571429,5.533333333,0.166,570.5
United States,2017,2559.22656,0.291817456,98.6955566,78.5390244,59914.78,9.2,20,9.7,8.4,5,14.1,33.3,0,0.3,0,14.24285714,12.96666667,0.389,457.3
Albania,2018,2839.579908,0.370515645,95.7046509,78.458,13498.14,2.2,6.8,5.8,37.8,2.8,2.6,41.3,0.2,0.5,0,14.18571429,4.933333333,0.148,509.2
Argentina,2018,-2650.710693,0.010891375,109.949219,76.52,23290.68,8,14.3,13.8,9.1,6.8,23.2,24.8,0,0,0,14.28571429,12.03333333,0.361,461.2
Australia,2018,-1743.933462,0.989603996,128.636002,82.7487805,50169.19,4,8.7,4.8,10,5.1,11.6,55.3,0,0.4,0,14.21428571,5.833333333,0.175,561.6
Austria,2018,3278.619939,0.902334034,98.0779877,81.6926829,56960.09,2,11.1,13.8,22.9,6.3,11.7,31.9,0,0.3,0,14.24285714,8.966666667,0.269,484.9
Bangladesh,2018,1634.264586,-0.995678365,78.2707291,72.32,5321.94,29.2,15.2,9.8,25.2,5.5,13.6,1.4,0.1,0.1,0,14.27142857,18.06666667,0.542,310.4
Bolivia,2018,-1124.020626,-0.287118524,88.7582703,71.239,8862.31,10.3,32.1,22.7,10.5,6.8,11,6.5,0.1,0.1,0,14.27142857,21.7,0.651,331.8
Brazil,2018,-982.215276,-0.440423459,106.663322,75.672,15018.68,21.2,24.7,13.6,3.7,5.1,21.7,9,0.7,0.3,0,14.14285714,19.83333333,0.595,353.2
Bulgaria,2018,2948.637927,0.456277937,95.1864166,74.9634146,23016.09,2.4,6.3,8.6,41.2,7.1,12.7,20.6,0.3,0.9,0,14.12857143,5.766666667,0.173,472
Myanmar,2018,1512.063585,-1.268852711,71.2975311,66.867,4574.6,5.8,21.2,16.5,40.8,7.8,6.7,1.3,0,0,0,14.3,14.5,0.435,349.2
Belarus,2018,3705.976683,0.348057151,101.690742,74.1756098,19428.01,2.5,5.6,11.7,36.4,11,7.6,23.6,0.4,1.2,0,14.05714286,6.6,0.198,474.2
Canada,2018,3872.995254,0.979125917,114.747681,82.0487805,49992.76,2.7,9.7,4.1,8.8,4.5,13.8,56.5,0,0,0,14.3,5.5,0.165,570.4
Chile,2018,-2461.585143,0.427360177,102.389381,80.042,25526.71,3.3,14.2,13.4,18.7,7.7,15.6,25.9,0.6,0.4,0,14.11428571,10.3,0.309,468.5
Colombia,2018,315.389892,-0.796931744,100.091454,77.109,15044.06,13.8,29.3,15.2,7.7,5.5,14.5,14.1,0,0,0,14.3,19.43333333,0.583,362
Croatia,2018,3111.9,0.802806497,102.458481,78.0707317,28877.24,4.8,16.9,11.9,23.5,7.8,13.4,21,0.1,0.6,0,14.18571429,11.2,0.336,440.9
Cyprus,2018,2423.722497,0.491742969,98.9669724,80.828,40559.13,9.3,23.7,17.2,28.5,3.9,6.9,7.6,0.3,2.6,0,13.87142857,16.73333333,0.502,362.2
Czechia,2018,3437.406948,1.031982183,102.51844,79.0292683,41135.49,1.5,5,2.4,9.2,9.9,9.7,60.9,0.4,1.1,0,14.08571429,2.966666667,0.089,602.6
Denmark,2018,3882.21048,0.946250618,129.706055,80.9536585,57482.96,1,1.5,3.9,25.4,14.8,16.8,36.2,0.2,0.1,0,14.22857143,2.133333333,0.064,548
Ecuador,2018,-126.355491,-0.089277692,102.844116,76.8,11837.96,11.7,30.8,18.8,6.5,7,17.4,7.4,0.1,0.2,0.2,14.22857143,20.43333333,0.613,351.5
Estonia,2018,4043.073768,0.587392688,118.341637,78.2439024,36249.36,1.6,2.1,4.3,13.9,12.6,11.2,54,0.1,0.2,0,14.24285714,2.666666667,0.08,585.1
Finland,2018,4272.76359,0.908358991,162.63884,81.7341463,49580.61,1.5,3.1,6.5,16.8,17.4,24.9,29.5,0.2,0.1,0,14.24285714,3.7,0.111,539.8
France,2018,3189.707022,0.029155735,104.071129,82.6756098,46576.6,2.4,5.5,4.5,10.6,7,6.9,62.9,0,0.2,0,14.25714286,4.133333333,0.124,587.8
Georgia,2018,2919.763083,-0.44157356,106.77726,73.6,14593.92,6,14,13.8,24.4,3.6,22.8,15.3,0.1,0,0,14.27142857,11.26666667,0.338,435.7
Germany,2018,3530.432679,0.591275334,94.5529709,80.8926829,55235.37,1.4,7.1,10.6,16.8,8.4,14,40.9,0.2,0.3,0.2,14.17142857,6.366666667,0.191,533.2
Greece,2018,2696.120352,0.165943772,102.052361,81.7878049,29617.55,3.6,18.1,22.8,34.9,4,10.4,5.2,0.3,0.6,0,14.14285714,14.83333333,0.445,374.4
Guatemala,2018,1089.059499,-0.538353622,51.438179,74.063,8664.33,20.6,29,13.8,13.4,5.4,9.4,8.4,0,0,0,14.28571429,21.13333333,0.634,315.8
Hong Kong,2018,1545.353532,0.783555508,105.795113,84.9341463,62513.96,4.2,7.3,4.6,8.7,3.1,21.3,50.4,0.2,0.1,0,14.22857143,5.366666667,0.161,566
Hungary,2018,3254.212086,0.747175932,103.68013,76.0658537,31913.07,1.6,8.6,7,18,6,16.9,41.1,0.2,0.6,0,14.17142857,5.733333333,0.172,537.9
Iceland,2018,4482.450519,1.406389832,117.344856,82.8609756,57211.3,0.6,2,5.9,16.4,12.3,14.8,47.4,0.3,0.3,0,14.2,2.833333333,0.085,575.1
Indonesia,2018,-54.459975,-0.545908093,90.0409393,71.509,11643.4,21.4,40.6,15.8,12.6,3.8,3.8,1.9,0.1,0,0,14.27142857,25.93333333,0.778,256.3
Iran,2018,2237.525652,-1.347934604,0,76.479,15677.43,9.6,16.5,17.1,33.6,7.4,3.2,12.2,0,0.3,0,14.22857143,14.4,0.432,372.6
Italy,2018,2889.16386,0.342383802,100.627792,83.3463415,43036.24,5,21.7,14,23,6.1,6,22.2,0.6,1.4,0,14,13.56666667,0.407,421.7
Kazakhstan,2018,3313.350537,-0.045263644,114.718071,73.15,26154.6,3.2,12.1,17.6,37.1,6.7,7,11.1,3.4,1.8,0,13.54285714,10.96666667,0.329,425.2
Jordan,2018,2110.376316,-0.388832629,64.15522,74.405,10252.62,38.9,13.6,3.9,8,3.6,5.4,26.2,0.4,0,0,14.22857143,18.8,0.564,346.8
Korea,2018,2477.635233,0.637072742,98.1410828,82.6268293,43044.29,9.2,9.8,3.9,8,4.1,12.9,52.2,0,0,0,14.3,7.633333333,0.229,535.8
Latvia,2018,3924.694815,0.407373458,108.584572,74.7829268,30877.04,1.3,4.6,6.9,17,12.4,14.7,40.4,1.8,0.9,0,13.9,4.266666667,0.128,554.7
Lithuania,2018,3806.691222,0.741042197,106.193626,75.6804878,36376.19,1.6,12.1,16.2,37.9,5.6,10,15.6,0.3,0.7,0,14.14285714,9.966666667,0.299,431.9
Malaysia,2018,290.523396,0.251568764,85.4141312,75.997,28236.21,23,24.4,12.9,14.5,3.4,17.5,4.3,0,0,0,14.28571429,20.1,0.603,320.6
Mexico,2018,1630.780569,-0.648208022,109.587608,74.992,20096.16,12.6,30.4,17.5,12,5.7,9.3,12.3,0,0.1,0,14.25714286,20.16666667,0.605,345.2
Montenegro,2018,2946.898782,0.044278473,90.5242996,76.8414634,21513.3,6.7,9.2,20.8,36.2,5.4,11.8,8.2,0.6,1,0,14.04285714,12.23333333,0.367,401.3
Morocco,2018,2193.627438,-0.345210612,76.581192,76.453,7624.84,33.7,17.7,6.8,18.3,5.2,7.7,10.8,0,0,0,14.31428571,19.4,0.582,310.5
Netherlands,2018,3597.151677,0.85426724,135.008316,81.8121951,57826.63,2.8,6.5,4.6,7.7,5.9,8.7,58.8,1.4,0.7,2.8,13.57142857,4.633333333,0.139,599.2
New Zealand,2018,-2822.138433,1.533905268,118.160431,81.8585366,42520.75,3.2,9.7,3.4,4.7,5.6,12.5,58.3,0,0,2.6,13.91428571,5.433333333,0.163,588.7
Norway,2018,4172.569656,1.141178608,114.707901,82.7585366,69808.33,2.4,3.2,6.2,24.5,13.3,9.9,40.4,0.1,0,0,14.27142857,3.933333333,0.118,534.9
Pakistan,2018,2095.897149,-2.269401312,39.1479912,67.114,5420.7,24.3,21.8,14.7,14.6,6.2,10.6,6.4,1.1,0.3,0,14.08571429,20.26666667,0.608,321.3
Peru,2018,-634.107723,-0.27044335,103.639091,76.516,13086.79,9.9,26,21.2,16.7,5.1,11.4,9.6,0,0.2,0,14.27142857,19.03333333,0.571,355.2
Philippines,2018,888.700749,-1.092061639,88.6372528,71.095,8719.59,19.1,41.4,21.3,5.8,3.2,8.6,0.5,0,0.1,0,14.27142857,27.26666667,0.818,261
Poland,2018,3582.441222,0.492541552,110.328438,77.602439,31953.04,5.8,41.3,17.1,16.6,3.6,4.7,9.7,0.5,0.6,0,14.11428571,21.4,0.642,329.6
Portugal,2018,2718.591168,1.129284501,120.573669,81.3243902,34928.54,3.2,14.3,12.3,15.1,4.5,18.9,31.1,0.4,0.1,0,14.2,9.933333333,0.298,486.8
Romania,2018,3170.078109,0.046884775,89.1825867,75.3585366,29342.04,5.5,23.9,16.6,33.9,6,8.5,5,0.4,0.3,0,14.2,15.33333333,0.46,360.6
Russia,2018,4245.15669,-0.541188955,102.168159,72.6621951,28821.26,1.7,5.1,9.5,26,7.5,10.9,36,2.1,1.2,0,13.81428571,5.433333333,0.163,526.9
Serbia,2018,3037.139949,0.008951124,95.5646591,75.8902439,17717.91,1.3,6.8,12,36.2,7.2,18.9,15.5,0.6,1.6,0,13.98571429,6.7,0.201,472.8
Singapore,2018,93.293727,1.487936497,105.323433,83.297561,100686.24,11.9,20.2,10.5,16,4.1,19.7,16.9,0,0.8,0,14.18571429,14.2,0.426,412
Slovenia,2018,3184.435629,0.901137114,115.907738,81.3780488,38961.54,1.5,13.7,8.6,25.3,6.3,9.1,35,0.1,0.4,0,14.21428571,7.933333333,0.238,491.4
Spain,2018,2791.993023,0.287804037,127.382332,83.4317073,40696.39,3.2,13.5,6.1,13,4.3,12.2,46.2,1,0.4,0,14.07142857,7.6,0.228,530.2
Sweden,2018,4148.843109,0.940556705,156.674957,82.5585366,53521.63,1.3,4,4.4,12.2,10.4,16.2,51.4,0.1,0,0,14.27142857,3.233333333,0.097,581.1
Thailand,2018,1095.032208,-0.799671888,116.513489,76.931,18533.96,11,15.4,11.5,27,6.3,26.4,1.7,0,0,0.8,14.18571429,12.63333333,0.379,394.1
North Macedonia,2018,2870.995815,-0.208728835,79.1018982,76.6487805,16796.27,11.7,13,15.4,33.2,3.4,12.6,8,1.9,0.9,0,13.9,13.36666667,0.401,388.6
United Kingdom,2018,3821.085519,0.079742476,122.352379,81.2560976,47573.49,4.4,6.8,5.4,8.2,7.9,7.1,60.2,0,0,0,14.28571429,5.533333333,0.166,570.5
United States,2018,2559.22656,0.421417832,98.7960587,78.6390244,62805.25,9.2,20,9.7,8.4,5,14.1,33.3,0,0.3,0,14.24285714,12.96666667,0.389,457.3
Albania,2019,2839.579908,0.11116863,95.6599274,78.573,13999.42,2.2,6.8,5.8,37.8,2.8,2.6,41.3,0.2,0.5,0,14.18571429,4.933333333,0.148,509.2
Argentina,2019,-2650.710693,-0.091444202,110.406853,76.667,22997.39,8,14.3,13.8,9.1,6.8,23.2,24.8,0,0,0,14.28571429,12.03333333,0.361,461.2
Australia,2019,-1743.933462,0.911745727,135.714325,82.9,51748.4,4,8.7,4.8,10,5.1,11.6,55.3,0,0.4,0,14.21428571,5.833333333,0.175,561.6
Austria,2019,3278.619939,0.916747928,98.8835831,81.895122,58076.35,2,11.1,13.8,22.9,6.3,11.7,31.9,0,0.3,0,14.24285714,8.966666667,0.269,484.9
Bangladesh,2019,1634.264586,-0.932975292,78.2772675,72.591,5784.27,29.2,15.2,9.8,25.2,5.5,13.6,1.4,0.1,0.1,0,14.27142857,18.06666667,0.542,310.4
Bolivia,2019,-1124.020626,-0.730085671,89.1542664,71.513,9092.69,10.3,32.1,22.7,10.5,6.8,11,6.5,0.1,0.1,0,14.27142857,21.7,0.651,331.8
Brazil,2019,-982.215276,-0.713788211,106.760986,75.881,15358.09,21.2,24.7,13.6,3.7,5.1,21.7,9,0.7,0.3,0,14.14285714,19.83333333,0.595,353.2
Bulgaria,2019,2948.637927,0.578860998,91.5129623,75.1121951,24497.63,2.4,6.3,8.6,41.2,7.1,12.7,20.6,0.3,0.9,0,14.12857143,5.766666667,0.173,472
Belarus,2019,3705.976683,0.332389116,101.531128,74.2268293,20092.88,2.5,5.6,11.7,36.4,11,7.6,23.6,0.4,1.2,0,14.05714286,6.6,0.198,474.2
Canada,2019,3872.995254,1.01676774,114.820534,82.0487805,49299.21,2.7,9.7,4.1,8.8,4.5,13.8,56.5,0,0,0,14.3,5.5,0.165,570.4
Chile,2019,-2461.585143,0.007929707,103.264542,80.181,25322.71,3.3,14.2,13.4,18.7,7.7,15.6,25.9,0.6,0.4,0,14.11428571,10.3,0.309,468.5
Colombia,2019,315.389892,-0.949501574,103.35463,77.287,15673.09,13.8,29.3,15.2,7.7,5.5,14.5,14.1,0,0,0,14.3,19.43333333,0.583,362
Croatia,2019,3111.9,0.694699943,102.849792,78.4243902,30543.93,4.8,16.9,11.9,23.5,7.8,13.4,21,0.1,0.6,0,14.18571429,11.2,0.336,440.9
Cyprus,2019,2423.722497,0.557369947,99.2319336,80.982,42338.88,9.3,23.7,17.2,28.5,3.9,6.9,7.6,0.3,2.6,0,13.87142857,16.73333333,0.502,362.2
Czechia,2019,3437.406948,0.943887472,101.807053,79.2292683,42847,1.5,5,2.4,9.2,9.9,9.7,60.9,0.4,1.1,0,14.08571429,2.966666667,0.089,602.6
Denmark,2019,3882.21048,0.995625198,129.317444,81.4512195,58700.97,1,1.5,3.9,25.4,14.8,16.8,36.2,0.2,0.1,0,14.22857143,2.133333333,0.064,548
Ecuador,2019,-126.355491,-0.232956856,101.917908,77.01,11850.49,11.7,30.8,18.8,6.5,7,17.4,7.4,0.1,0.2,0.2,14.22857143,20.43333333,0.613,351.5
Estonia,2019,4043.073768,0.633256257,117.716209,78.6463415,37851.3,1.6,2.1,4.3,13.9,12.6,11.2,54,0.1,0.2,0,14.24285714,2.666666667,0.08,585.1
Finland,2019,4272.76359,0.851656735,152.119446,81.9829268,50321.54,1.5,3.1,6.5,16.8,17.4,24.9,29.5,0.2,0.1,0,14.24285714,3.7,0.111,539.8
France,2019,3189.707022,0.29938224,104.370781,82.8268293,49072.36,2.4,5.5,4.5,10.6,7,6.9,62.9,0,0.2,0,14.25714286,4.133333333,0.124,587.8
Georgia,2019,2919.763083,-0.488382638,106.752693,73.767,15621.87,6,14,13.8,24.4,3.6,22.8,15.3,0.1,0,0,14.27142857,11.26666667,0.338,435.7
Germany,2019,3530.432679,0.574308574,94.79245,81.2926829,55652.89,1.4,7.1,10.6,16.8,8.4,14,40.9,0.2,0.3,0.2,14.17142857,6.366666667,0.191,533.2
Greece,2019,2696.120352,0.181738213,105.21257,81.6390244,30356.27,3.6,18.1,22.8,34.9,4,10.4,5.2,0.3,0.6,0,14.14285714,14.83333333,0.445,374.4
Guatemala,2019,1089.059499,-0.573592246,50.1174698,74.302,9018.52,20.6,29,13.8,13.4,5.4,9.4,8.4,0,0,0,14.28571429,21.13333333,0.634,315.8
Hong Kong,2019,1545.353532,-0.222177982,106.443359,85.0780488,62103.41,4.2,7.3,4.6,8.7,3.1,21.3,50.4,0.2,0.1,0,14.22857143,5.366666667,0.161,566
Hungary,2019,3254.212086,0.772158086,86.4889297,76.3195122,33514.94,1.6,8.6,7,18,6,16.9,41.1,0.2,0.6,0,14.17142857,5.733333333,0.172,537.9
