Country,Year,Miles_Equator,Political_Stability,School_Enrollment_F,Life_Expency,GDP_Per_Capita,None at all,2,3,4,5,6,7,8,9,A great deal,Don't know,No answer,Base mean,Freedom_Mean,Std Dev.,,Freedom
Albania,2000,2839.579908,-0.539989591,69.8489304,73.955,5000.049363,3.2,2.5,7.4,11.5,15.7,12.1,18.8,14.4,4.1,6.8,3.5,0,965,6,2.21,0.403,0.41761658
Algeria,2000,1934.338134,-1.432577372,66.6558304,70.64,10022.96478,5.4,2.3,4.2,4.9,12.2,11.9,13.4,14.3,9.4,15.5,6.6,0,1198,6.66,2.54,0.29,0.310492505
Argentina,2000,-2650.710693,0.095823877,98.2887115,73.576,11029.15507,2.3,1,2.6,5.2,11.4,7.6,12.6,15.2,9,28.1,4.9,0,1217,7.44,2.38,0.225,0.23659306
Bangladesh,2000,1634.264586,-0.726261258,50.5111504,65.447,1524.346032,6.1,0.9,4.3,8.1,29.9,8.5,9.3,8.9,2.4,7.3,14.1,0,1288,5.65,2.27,0.493,0.573923166
Canada,2000,3872.995254,1.167526841,102.932777,79.1365854,32349.94366,1,0.9,1.7,2.4,7.8,9.2,16.6,26.1,14.9,18.9,0.3,0,1925,7.63,1.92,0.138,0.138415246
Chile,2000,-2461.585143,0.485464156,86.4905319,76.366,10963.79063,1.5,1.1,2.8,3.4,12.7,13.5,18.8,15.6,10.7,18.7,1.2,0,1186,7.18,2.12,0.215,0.217611336
India,2000,1420.964196,-1.00120759,37.3238297,62.505,2472.993673,8.3,0,21,0,0.1,37.4,0,0,0.1,18.6,14.4,0,1714,5.65,2.83,0.294,0.343457944
Indonesia,2000,-54.459975,-1.995200634,54.1741486,65.772,5467.231552,2.1,0.9,1.3,2.1,11,13.6,17.2,20,11.5,14.8,5.5,0,945,7.25,2.03,0.174,0.184126984
Iran,2000,2237.525652,-0.727548361,74.5149765,70.176,13316.53508,2.1,2.1,5.3,7.1,15.6,10.8,14.5,13.2,13,10.8,3.4,2,2395,6.62,2.3,0.322,0.326572008
Iraq,2000,2292.400179,-1.73264277,28.7076302,69.082,6342.118087,7,4.8,7.9,8.7,17.1,11.6,11.5,12.2,9.2,10,0,0,2325,5.91,2.6,0.455,0.455
Jordan,2000,2110.376316,0.000209701,84.1426315,71.73,6866.880054,3.4,2.1,3.1,4,13.1,8.9,13.8,13,10.1,27.5,1,0,1210,7.26,2.49,0.257,0.25959596
Korea,2000,2477.635233,0.398045033,96.2802582,75.9097561,22095.87083,2.2,1.6,3.6,3.9,12.1,10.8,14.4,16.4,8.5,20.8,5.8,0,1131,7.14,2.32,0.234,0.248407643
Mexico,2000,1630.780569,-0.200209871,72.3933563,74.34,11488.29563,2.2,0.5,2.2,1.8,6.4,5.8,7.4,13.7,9.8,40.8,9.4,0,1390,8.19,2.27,0.131,0.144591611
Morocco,2000,2193.627438,-0.065564901,34.3061981,68.684,4282.941895,15.2,2.6,4.6,3.5,20.3,5.1,6.3,7.7,5.2,26.1,3.4,0,1208,6.14,3.21,0.462,0.47826087
Nigeria,2000,626.657931,-1.455326319,22.4468803,46.267,2965.430138,3.4,3.2,4.7,3.9,8.1,9.5,14.5,19.5,18.1,14.5,0.5,0,2011,7.07,2.41,0.233,0.234170854
Peru,2000,-634.107723,-0.987529457,78.5265121,71.111,5699.483153,2.9,1.8,2.8,4.2,13.1,10.3,12.7,16.7,8.3,25.5,1.8,0,1474,7.23,2.41,0.248,0.252545825
Serbia,2000,3037.139949,-1.643598437,92.1466675,71.5829268,7645.785777,5.2,4.3,7.2,7.3,19.8,9.9,12.2,12.9,7.4,9.8,4.1,0,1151,6,2.5,0.438,0.456725756
South Africa,2000,-2108.604258,-0.227864951,85.4968719,56.048,9486.546193,3.9,2.3,4.2,6.8,18.3,9.1,10.1,14.3,7.6,22.3,1.1,0,2969,6.78,2.56,0.355,0.358948433
Zimbabwe,2000,-1312.065222,-1.318817854,42.2582397,44.649,1828.52486,14.4,4.8,5.6,7.8,17.1,6.4,6.7,9.4,8,19.2,0.5,0,997,5.85,3.1,0.497,0.499497487
Spain,2000,2791.993023,0.459468246,113.970528,78.9658537,25046.1107,1,1.8,2.8,3.6,15.7,17.2,20.3,17.4,7.7,8.8,3.9,0,1162,6.73,1.93,0.249,0.259105099
Sweden,2000,4148.843109,1.391772032,170.476379,79.6439024,31814.86351,0.4,0.8,1.9,3.2,10.8,8.8,20,26.6,12.1,14.7,0.6,0,1008,7.41,1.84,0.171,0.172032193
North Macedonia,2000,2870.995815,-0.614017069,79.9734879,72.9463415,6595.45197,11,3.4,6.7,10,18,7.4,10.6,9.9,6.3,13.8,2.9,0,1024,5.77,2.82,0.491,0.505664264
Egypt,2000,1850.618157,0.049797524,79.1512527,68.602,6336.851671,3.2,35.7,4.7,3.7,0,9.5,0,0,42.5,0,0.6,0,2983,5.47,3.27,0.473,0.475855131
Albania,2001,2839.579908,-0.297719181,71.5549927,74.288,5427.732662,3.2,2.5,7.4,11.5,15.7,12.1,18.8,14.4,4.1,6.8,3.5,0,965,6,2.21,0.403,0.41761658
Algeria,2001,1934.338134,-1.634565115,70.9762421,71.116,10594.04572,5.4,2.3,4.2,4.9,12.2,11.9,13.4,14.3,9.4,15.5,6.6,0,1198,6.66,2.54,0.29,0.310492505
Argentina,2001,-2650.710693,-0.776545405,99.3284302,73.755,12218.20932,2.3,1,2.6,5.2,11.4,7.6,12.6,15.2,9,28.1,4.9,0,1217,7.44,2.38,0.225,0.23659306
Bangladesh,2001,1634.264586,-1.032590389,53.0923004,65.956,1620.885204,6.1,0.9,4.3,8.1,29.9,8.5,9.3,8.9,2.4,7.3,14.1,0,1288,5.65,2.27,0.493,0.573923166
China,2001,2474.45454,-0.327627182,57.9949417,71.732,4427.131003,2.5,2.6,6.4,3.5,8.8,9.7,11.9,15.3,8.4,24.4,0.1,6.4,935,7.15,2.54,0.238,0.223894638
India,2001,1420.964196,-1.210664988,37.7764702,62.907,2696.659224,8.3,0,21,0,0.1,37.4,0,0,0.1,18.6,14.4,0,1714,5.65,2.83,0.294,0.343457944
Indonesia,2001,-54.459975,-1.583244205,55.0186806,66.037,5817.83337,2.1,0.9,1.3,2.1,11,13.6,17.2,20,11.5,14.8,5.5,0,945,7.25,2.03,0.174,0.184126984
Iran,2001,2237.525652,-0.773440599,74.0755997,70.553,14095.60746,2.1,2.1,5.3,7.1,15.6,10.8,14.5,13.2,13,10.8,3.4,2,2395,6.62,2.3,0.322,0.326572008
Iraq,2001,2292.400179,-1.601286769,28.4829597,68.983,9734.703574,7,4.8,7.9,8.7,17.1,11.6,11.5,12.2,9.2,10,0,0,2325,5.91,2.6,0.455,0.455
Korea,2001,2477.635233,0.241773605,96.4077377,76.4121951,23773.82865,2.2,1.6,3.6,3.9,12.1,10.8,14.4,16.4,8.5,20.8,5.8,0,1131,7.14,2.32,0.234,0.248407643
Mexico,2001,1630.780569,-0.058308262,74.4729996,74.658,12090.99121,2.2,0.5,2.2,1.8,6.4,5.8,7.4,13.7,9.8,40.8,9.4,0,1390,8.19,2.27,0.131,0.144591611
Morocco,2001,2193.627438,-0.261418521,36.0968513,69.193,4554.850098,15.2,2.6,4.6,3.5,20.3,5.1,6.3,7.7,5.2,26.1,3.4,0,1208,6.14,3.21,0.462,0.47826087
Nigeria,2001,626.657931,-1.626329303,24.5261993,46.51,3242.645046,3.4,3.2,4.7,3.9,8.1,9.5,14.5,19.5,18.1,14.5,0.5,0,2011,7.07,2.41,0.233,0.234170854
Peru,2001,-634.107723,-0.969909847,81.4958725,71.505,6086.620457,2.9,1.8,2.8,4.2,13.1,10.3,12.7,16.7,8.3,25.5,1.8,0,1474,7.23,2.41,0.248,0.252545825
Philippines,2001,888.700749,-0.858753324,78.4151764,68.835,4116.937566,2.5,1.3,2.9,4.9,18.8,14.7,13.3,15.9,7.1,18,0.4,0,1195,6.84,2.26,0.304,0.305220884
Serbia,2001,3037.139949,-0.512546003,90.5736694,72.2341463,8487.604645,5.2,4.3,7.2,7.3,19.8,9.9,12.2,12.9,7.4,9.8,4.1,0,1151,6,2.5,0.438,0.456725756
South Africa,2001,-2108.604258,-0.254789859,85.8254166,55.089,10061.59736,3.9,2.3,4.2,6.8,18.3,9.1,10.1,14.3,7.6,22.3,1.1,0,2969,6.78,2.56,0.355,0.358948433
Zimbabwe,2001,-1312.065222,-1.515870214,43.1062508,44.01,1763.021151,14.4,4.8,5.6,7.8,17.1,6.4,6.7,9.4,8,19.2,0.5,0,997,5.85,3.1,0.497,0.499497487
Spain,2001,2791.993023,0.438226074,115.32386,79.3682927,26143.63217,1,1.8,2.8,3.6,15.7,17.2,20.3,17.4,7.7,8.8,3.9,0,1162,6.73,1.93,0.249,0.259105099
Sweden,2001,4148.843109,1.475257516,165.334915,79.795122,33858.61143,0.4,0.8,1.9,3.2,10.8,8.8,20,26.6,12.1,14.7,0.6,0,1008,7.41,1.84,0.171,0.172032193
North Macedonia,2001,2870.995815,-1.038219452,80.2750015,73.4365854,7172.004987,11,3.4,6.7,10,18,7.4,10.6,9.9,6.3,13.8,2.9,0,1024,5.77,2.82,0.491,0.505664264
Egypt,2001,1850.618157,-0.414172113,80.7866821,68.796,6650.316968,3.2,35.7,4.7,3.7,0,9.5,0,0,42.5,0,0.6,0,2983,5.47,3.27,0.473,0.475855131
Algeria,2002,1934.338134,-1.754409075,74.2163086,71.605,11411.19178,5.4,2.3,4.2,4.9,12.2,11.9,13.4,14.3,9.4,15.5,6.6,0,1198,6.66,2.54,0.29,0.310492505
Argentina,2002,-2650.710693,-0.359838128,98.3592911,73.932,13575.3709,2.3,1,2.6,5.2,11.4,7.6,12.6,15.2,9,28.1,4.9,0,1217,7.44,2.38,0.225,0.23659306
Bangladesh,2002,1634.264586,-1.115581155,54.7457809,66.43,1754.727931,6.1,0.9,4.3,8.1,29.9,8.5,9.3,8.9,2.4,7.3,14.1,0,1288,5.65,2.27,0.493,0.573923166
Chile,2002,-2461.585143,0.761611938,89.7292175,76.894,12679.22581,1.5,1.1,2.8,3.4,12.7,13.5,18.8,15.6,10.7,18.7,1.2,0,1186,7.18,2.12,0.215,0.217611336
India,2002,1420.964196,-1.50999701,40.2797508,63.304,2954.546053,8.3,0,21,0,0.1,37.4,0,0,0.1,18.6,14.4,0,1714,5.65,2.83,0.294,0.343457944
Indonesia,2002,-54.459975,-2.09539485,56.8001213,66.321,6257.657476,2.1,0.9,1.3,2.1,11,13.6,17.2,20,11.5,14.8,5.5,0,945,7.25,2.03,0.174,0.184126984
Iran,2002,2237.525652,-0.779733181,75.0605011,70.921,14826.935,2.1,2.1,5.3,7.1,15.6,10.8,14.5,13.2,13,10.8,3.4,2,2395,6.62,2.3,0.322,0.326572008
Jordan,2002,2110.376316,-0.073701382,86.5586929,72.083,8047.483948,3.4,2.1,3.1,4,13.1,8.9,13.8,13,10.1,27.5,1,0,1210,7.26,2.49,0.257,0.25959596
Korea,2002,2477.635233,0.248543099,96.756752,76.7658537,25186.86757,2.2,1.6,3.6,3.9,12.1,10.8,14.4,16.4,8.5,20.8,5.8,0,1131,7.14,2.32,0.234,0.248407643
Mexico,2002,1630.780569,-0.116878085,77.441803,74.922,12657.63767,2.2,0.5,2.2,1.8,6.4,5.8,7.4,13.7,9.8,40.8,9.4,0,1390,8.19,2.27,0.131,0.144591611
Morocco,2002,2193.627438,-0.407007366,38.3787994,69.769,4795.599121,15.2,2.6,4.6,3.5,20.3,5.1,6.3,7.7,5.2,26.1,3.4,0,1208,6.14,3.21,0.462,0.47826087
Nigeria,2002,626.657931,-1.635588288,25.55303,46.835,3468.792027,3.4,3.2,4.7,3.9,8.1,9.5,14.5,19.5,18.1,14.5,0.5,0,2011,7.07,2.41,0.233,0.234170854
Peru,2002,-634.107723,-1.162101626,82.8570404,71.882,6614.108142,2.9,1.8,2.8,4.2,13.1,10.3,12.7,16.7,8.3,25.5,1.8,0,1474,7.23,2.41,0.248,0.252545825
Philippines,2002,888.700749,-1.559809685,83.2882919,68.88,4372.500231,2.5,1.3,2.9,4.9,18.8,14.7,13.3,15.9,7.1,18,0.4,0,1195,6.84,2.26,0.304,0.305220884
Serbia,2002,3037.139949,-0.582542062,89.9539871,72.2853659,9181.688301,5.2,4.3,7.2,7.3,19.8,9.9,12.2,12.9,7.4,9.8,4.1,0,1151,6,2.5,0.438,0.456725756
South Africa,2002,-2108.604258,-0.312842578,85.8960266,54.31,10790.33064,3.9,2.3,4.2,6.8,18.3,9.1,10.1,14.3,7.6,22.3,1.1,0,2969,6.78,2.56,0.355,0.358948433
Zimbabwe,2002,-1312.065222,-1.087580562,40.7238197,43.523,1706.3998,14.4,4.8,5.6,7.8,17.1,6.4,6.7,9.4,8,19.2,0.5,0,997,5.85,3.1,0.497,0.499497487
Spain,2002,2791.993023,-0.047485888,115.791779,79.5682927,27606.93405,1,1.8,2.8,3.6,15.7,17.2,20.3,17.4,7.7,8.8,3.9,0,1162,6.73,1.93,0.249,0.259105099
Sweden,2002,4148.843109,1.341613293,158.256393,79.8463415,34244.46502,0.4,0.8,1.9,3.2,10.8,8.8,20,26.6,12.1,14.7,0.6,0,1008,7.41,1.84,0.171,0.172032193
North Macedonia,2002,2870.995815,-0.988194704,79.6776733,73.0390244,7848.882967,11,3.4,6.7,10,18,7.4,10.6,9.9,6.3,13.8,2.9,0,1024,5.77,2.82,0.491,0.505664264
Algeria,2003,1934.338134,-1.359188437,77.2717209,72.101,11411.19178,5.4,2.3,4.2,4.9,12.2,11.9,13.4,14.3,9.4,15.5,6.6,0,1198,6.66,2.54,0.29,0.310492505
Argentina,2003,-2650.710693,-0.610934913,97.8013,74.107,13575.3709,2.3,1,2.6,5.2,11.4,7.6,12.6,15.2,9,28.1,4.9,0,1217,7.44,2.38,0.225,0.23659306
Bangladesh,2003,1634.264586,-1.360476375,54.4530106,66.886,1754.727931,6.1,0.9,4.3,8.1,29.9,8.5,9.3,8.9,2.4,7.3,14.1,0,1288,5.65,2.27,0.493,0.573923166
Chile,2003,-2461.585143,0.691341698,91.8715897,77.146,12679.22581,1.5,1.1,2.8,3.4,12.7,13.5,18.8,15.6,10.7,18.7,1.2,0,1186,7.18,2.12,0.215,0.217611336
China,2003,2474.45454,-0.390680671,60.2562294,72.381,5056.404724,2.5,2.6,6.4,3.5,8.8,9.7,11.9,15.3,8.4,24.4,0.1,6.4,935,7.15,2.54,0.238,0.223894638
India,2003,1420.964196,-1.28043294,44.4954796,63.699,2954.546053,8.3,0,21,0,0.1,37.4,0,0,0.1,18.6,14.4,0,1714,5.65,2.83,0.294,0.343457944
Indonesia,2003,-54.459975,-1.908605576,59.7361603,66.631,6257.657476,2.1,0.9,1.3,2.1,11,13.6,17.2,20,11.5,14.8,5.5,0,945,7.25,2.03,0.174,0.184126984
Iran,2003,2237.525652,-0.76182431,74.8995132,71.265,14826.935,2.1,2.1,5.3,7.1,15.6,10.8,14.5,13.2,13,10.8,3.4,2,2395,6.62,2.3,0.322,0.326572008
Iraq,2003,2292.400179,-3.180351734,35.2408218,68.636,9977.128043,7,4.8,7.9,8.7,17.1,11.6,11.5,12.2,9.2,10,0,0,2325,5.91,2.6,0.455,0.455
Jordan,2003,2110.376316,-0.234758884,86.8946075,72.256,8047.483948,3.4,2.1,3.1,4,13.1,8.9,13.8,13,10.1,27.5,1,0,1210,7.26,2.49,0.257,0.25959596
Korea,2003,2477.635233,0.428842574,97.6781311,77.2146341,25186.86757,2.2,1.6,3.6,3.9,12.1,10.8,14.4,16.4,8.5,20.8,5.8,0,1131,7.14,2.32,0.234,0.248407643
Mexico,2003,1630.780569,-0.21408245,82.0541229,75.118,12657.63767,2.2,0.5,2.2,1.8,6.4,5.8,7.4,13.7,9.8,40.8,9.4,0,1390,8.19,2.27,0.131,0.144591611
Morocco,2003,2193.627438,-0.312668711,40.8264008,70.399,4795.599121,15.2,2.6,4.6,3.5,20.3,5.1,6.3,7.7,5.2,26.1,3.4,0,1208,6.14,3.21,0.462,0.47826087
Peru,2003,-634.107723,-1.027399659,76.7408295,72.24,6614.108142,2.9,1.8,2.8,4.2,13.1,10.3,12.7,16.7,8.3,25.5,1.8,0,1474,7.23,2.41,0.248,0.252545825
Philippines,2003,888.700749,-1.705884457,85.5305634,68.937,4372.500231,2.5,1.3,2.9,4.9,18.8,14.7,13.3,15.9,7.1,18,0.4,0,1195,6.84,2.26,0.304,0.305220884
Serbia,2003,3037.139949,-0.507584155,89.9016724,72.4365854,9181.688301,5.2,4.3,7.2,7.3,19.8,9.9,12.2,12.9,7.4,9.8,4.1,0,1151,6,2.5,0.438,0.456725756
South Africa,2003,-2108.604258,-0.131729558,86.6321716,53.749,10790.33064,3.9,2.3,4.2,6.8,18.3,9.1,10.1,14.3,7.6,22.3,1.1,0,2969,6.78,2.56,0.355,0.358948433
Zimbabwe,2003,-1312.065222,-1.204704046,37.435379,43.195,1706.3998,14.4,4.8,5.6,7.8,17.1,6.4,6.7,9.4,8,19.2,0.5,0,997,5.85,3.1,0.497,0.499497487
Spain,2003,2791.993023,-0.090546302,115.611168,79.6195122,27606.93405,1,1.8,2.8,3.6,15.7,17.2,20.3,17.4,7.7,8.8,3.9,0,1162,6.73,1.93,0.249,0.259105099
Sweden,2003,4148.843109,1.362226844,148.836578,80.095122,34244.46502,0.4,0.8,1.9,3.2,10.8,8.8,20,26.6,12.1,14.7,0.6,0,1008,7.41,1.84,0.171,0.172032193
North Macedonia,2003,2870.995815,-0.851008296,80.4192505,73.2414634,7848.882967,11,3.4,6.7,10,18,7.4,10.6,9.9,6.3,13.8,2.9,0,1024,5.77,2.82,0.491,0.505664264
Egypt,2003,1850.618157,-0.822401702,80.0110092,69.116,7037.341176,3.2,35.7,4.7,3.7,0,9.5,0,0,42.5,0,0.6,0,2983,5.47,3.27,0.473,0.475855131
Albania,2004,2839.579908,-0.505047977,73.4050064,75.039,6566.572828,3.2,2.5,7.4,11.5,15.7,12.1,18.8,14.4,4.1,6.8,3.5,0,965,6,2.21,0.403,0.41761658
Algeria,2004,1934.338134,-0.91366601,80.9469223,72.594,11788.56019,5.4,2.3,4.2,4.9,12.2,11.9,13.4,14.3,9.4,15.5,6.6,0,1198,6.66,2.54,0.29,0.310492505
Argentina,2004,-2650.710693,-0.041774943,98.048317,74.28,14967.625,2.3,1,2.6,5.2,11.4,7.6,12.6,15.2,9,28.1,4.9,0,1217,7.44,2.38,0.225,0.23659306
Bangladesh,2004,1634.264586,-1.863839388,48.9772186,67.331,1903.738526,6.1,0.9,4.3,8.1,29.9,8.5,9.3,8.9,2.4,7.3,14.1,0,1288,5.65,2.27,0.493,0.573923166
Chile,2004,-2461.585143,0.842383623,93.040329,77.391,15657.47765,1.5,1.1,2.8,3.4,12.7,13.5,18.8,15.6,10.7,18.7,1.2,0,1186,7.18,2.12,0.215,0.217611336
India,2004,1420.964196,-1.013880491,46.1336708,64.095,3240.736555,8.3,0,21,0,0.1,37.4,0,0,0.1,18.6,14.4,0,1714,5.65,2.83,0.294,0.343457944
Indonesia,2004,-54.459975,-1.51817596,61.6073608,66.969,6715.707869,2.1,0.9,1.3,2.1,11,13.6,17.2,20,11.5,14.8,5.5,0,945,7.25,2.03,0.174,0.184126984
Iran,2004,2237.525652,-0.782738864,75.9175034,71.592,15868.37823,2.1,2.1,5.3,7.1,15.6,10.8,14.5,13.2,13,10.8,3.4,2,2395,6.62,2.3,0.322,0.326572008
Iraq,2004,2292.400179,-2.688648462,38.2274818,68.437,10657.53857,7,4.8,7.9,8.7,17.1,11.6,11.5,12.2,9.2,10,0,0,2325,5.91,2.6,0.455,0.455
Jordan,2004,2110.376316,-0.132929385,85.8560028,72.427,8629.070083,3.4,2.1,3.1,4,13.1,8.9,13.8,13,10.1,27.5,1,0,1210,7.26,2.49,0.257,0.25959596
Korea,2004,2477.635233,0.485128582,98.4367065,77.6658537,26884.26733,2.2,1.6,3.6,3.9,12.1,10.8,14.4,16.4,8.5,20.8,5.8,0,1131,7.14,2.32,0.234,0.248407643
Mexico,2004,1630.780569,-0.445820868,83.1022034,75.243,13812.9014,2.2,0.5,2.2,1.8,6.4,5.8,7.4,13.7,9.8,40.8,9.4,0,1390,8.19,2.27,0.131,0.144591611
Morocco,2004,2193.627438,-0.556680739,44.1940498,71.067,5256.104004,15.2,2.6,4.6,3.5,20.3,5.1,6.3,7.7,5.2,26.1,3.4,0,1208,6.14,3.21,0.462,0.47826087
Nigeria,2004,626.657931,-1.666500449,31.0201702,47.72,3694.764195,3.4,3.2,4.7,3.9,8.1,9.5,14.5,19.5,18.1,14.5,0.5,0,2011,7.07,2.41,0.233,0.234170854
Peru,2004,-634.107723,-0.975715458,81.3015594,72.581,7269.979011,2.9,1.8,2.8,4.2,13.1,10.3,12.7,16.7,8.3,25.5,1.8,0,1474,7.23,2.41,0.248,0.252545825
Philippines,2004,888.700749,-1.178786635,87.8237,69.013,4662.660671,2.5,1.3,2.9,4.9,18.8,14.7,13.3,15.9,7.1,18,0.4,0,1195,6.84,2.26,0.304,0.305220884
Serbia,2004,3037.139949,-0.762413561,89.5837326,72.6829268,10209.18352,5.2,4.3,7.2,7.3,19.8,9.9,12.2,12.9,7.4,9.8,4.1,0,1151,6,2.5,0.438,0.456725756
South Africa,2004,-2108.604258,-0.162092119,89.3221207,53.444,11599.10318,3.9,2.3,4.2,6.8,18.3,9.1,10.1,14.3,7.6,22.3,1.1,0,2969,6.78,2.56,0.355,0.358948433
Spain,2004,2791.993023,0.193026617,117.688202,79.8707317,30720.22221,1,1.8,2.8,3.6,15.7,17.2,20.3,17.4,7.7,8.8,3.9,0,1162,6.73,1.93,0.249,0.259105099
Sweden,2004,4148.843109,1.299904823,104.952316,80.497561,37730.16375,0.4,0.8,1.9,3.2,10.8,8.8,20,26.6,12.1,14.7,0.6,0,1008,7.41,1.84,0.171,0.172032193
Uganda,2004,94.759977,-1.417224765,17.0571003,50.554,1672.48757,3.2,1.3,3.7,6.1,23,9.7,7.6,10.3,8.1,22.4,4.5,0,957,6.78,2.52,0.373,0.390575916
North Macedonia,2004,2870.995815,-1.155975223,80.0466614,73.597561,8690.236926,11,3.4,6.7,10,18,7.4,10.6,9.9,6.3,13.8,2.9,0,1024,5.77,2.82,0.491,0.505664264
Egypt,2004,1850.618157,-0.629358649,79.6103668,69.271,7614.842917,3.2,35.7,4.7,3.7,0,9.5,0,0,42.5,0,0.6,0,2983,5.47,3.27,0.473,0.475855131
